,userId,itemId,rating
70890,146216,37386,4.0
5356,14847,3755,3.0
70891,146216,37733,3.5
38126,74211,50,5.0
70895,146216,40815,4.0
70896,146216,41566,4.0
5363,14847,3957,4.0
38131,74211,318,5.0
70902,146216,44191,4.0
5367,14847,3994,4.0
70903,146862,1,4.0
38138,74211,673,5.0
5371,14912,714,4.0
5374,14912,1884,4.0
38143,74211,1197,5.0
5376,14912,2959,4.0
70916,146862,356,3.5
70917,146862,377,3.0
38151,74211,1270,4.5
38152,74211,1298,4.0
70921,146862,431,4.5
38154,74211,1639,4.5
38155,74211,1680,4.5
70922,146862,457,4.5
5389,14912,8972,3.5
70925,146862,527,3.5
70927,146862,589,4.0
5392,14912,30793,3.0
5397,14912,34162,3.5
70938,146862,1089,4.0
5404,14912,46578,5.0
38172,74211,2918,3.5
70940,146862,1136,3.0
5407,14912,52952,4.0
38175,74211,3052,3.5
5409,14912,53125,4.0
38177,74211,3147,5.0
70943,146862,1179,3.5
70945,146862,1196,4.0
70948,146862,1200,5.0
5415,14912,57669,4.0
38184,74211,4226,5.0
70951,146862,1214,4.0
38186,74211,4874,4.5
70952,146862,1221,4.0
5420,14912,77455,5.0
70953,146862,1228,4.0
70954,146862,1233,3.5
5424,14912,82459,4.0
38193,74211,4993,0.5
70967,146862,1617,4.0
5432,14912,98809,4.5
38200,74211,5903,5.0
70969,146862,1704,3.0
38203,74211,5995,3.5
5436,14912,106489,4.5
70971,146862,1923,4.0
70972,146862,1961,4.0
70978,146862,2683,4.0
70979,146862,2692,3.5
38214,74211,7153,0.5
70983,146862,2858,3.5
70984,146862,2918,3.5
5449,14912,118696,4.5
38217,74211,7317,4.5
5451,14912,119145,4.0
5452,14912,120799,3.5
38218,74211,7361,5.0
70986,146862,2997,4.0
70990,146862,3300,3.0
5458,14912,127202,5.0
5459,14912,130452,3.5
38227,74211,27660,5.0
38229,74211,33004,4.0
70994,146862,3481,3.5
38234,74211,40815,3.0
5467,15052,145,4.0
38236,74211,44199,5.0
71002,146862,3983,4.0
5470,15052,318,4.5
71007,146862,4034,3.5
38240,74211,45672,3.5
5473,15052,1090,4.5
5474,15052,1405,3.5
38244,74211,46972,1.5
5478,15052,2329,4.5
71015,146862,4886,4.0
38255,74211,54001,2.5
38257,74211,54272,2.5
38259,74211,55247,5.0
71029,146862,5329,3.0
5495,16011,34,5.0
38267,74211,59784,4.0
5500,16011,162,1.0
71038,146862,5630,3.5
38273,74211,64957,3.0
71043,146862,5902,4.5
5508,16011,457,5.0
38277,74211,68237,4.0
38280,74211,69757,5.0
71053,146862,6787,4.0
38286,74211,76251,4.5
71054,146862,6820,2.5
38289,74211,79132,4.0
38290,74211,79357,4.0
5524,16011,898,5.0
71062,146862,7373,3.5
71063,146862,7438,2.5
38299,74211,81932,4.5
38300,74211,84152,1.0
5535,16011,919,5.0
5539,16011,940,4.0
5540,16011,945,4.0
38309,74211,91542,2.0
5543,16011,953,5.0
5545,16011,955,4.0
71082,146862,36529,3.5
5548,16011,969,5.0
38316,74211,108932,4.5
38321,74211,112552,5.0
71090,146862,41569,3.0
5557,16011,1147,5.0
5559,16011,1196,5.0
71096,146998,1,3.0
71098,146998,150,3.0
38331,74211,134853,5.0
38333,74211,139385,0.5
5567,16011,1208,4.0
38336,74211,148671,5.0
5570,16011,1219,2.0
71106,146998,588,4.0
38340,74220,4,3.0
5574,16011,1225,4.0
38343,74220,31,3.0
5576,16011,1230,5.0
71112,146998,1197,5.0
5579,16011,1238,2.0
5580,16011,1240,4.0
38347,74220,150,5.0
5587,16011,1256,5.0
5588,16011,1259,4.0
71125,146998,4963,4.0
71128,146998,4995,3.5
38362,74220,508,4.0
5595,16011,1284,4.0
38363,74220,524,4.0
38365,74220,539,4.0
38368,74220,592,3.0
38370,74220,595,4.0
5606,16011,1394,3.0
71142,146998,72998,2.5
71144,146998,79132,4.0
71146,146998,109487,3.0
71148,146998,116797,5.0
71149,146998,134130,2.0
5614,16011,1672,4.0
5615,16011,1694,5.0
38382,74472,63,3.0
71150,147380,32,4.0
5620,16011,1939,5.0
71157,147380,1093,3.5
5623,16011,1950,5.0
38392,74472,711,1.0
71159,147380,1907,5.0
38394,74472,724,3.0
71160,147380,1918,3.0
5628,16011,1962,5.0
5631,16011,2035,1.0
38405,74472,1073,3.0
71173,147380,35836,3.5
38407,74472,1356,5.0
38408,74472,1367,5.0
5641,16011,2194,5.0
5642,16011,2208,5.0
5643,16011,2243,5.0
71180,147456,153,5.0
5645,16011,2268,4.0
38414,75135,296,4.0
38418,75135,541,5.0
5651,16011,2355,4.0
71187,147456,185,3.0
71190,147456,204,3.0
38424,75135,908,4.0
71193,147456,255,2.0
71194,147456,266,4.0
5659,16011,2539,3.0
38429,75135,1097,4.0
71197,147456,315,1.0
5663,16011,2701,2.0
5664,16011,2710,1.0
71203,147456,344,3.0
38437,75135,1219,4.0
38438,75135,1221,4.0
38442,75135,1231,4.0
71218,147577,111,2.0
38451,75135,1358,4.0
38452,75135,1387,4.0
5685,16011,3095,4.0
38454,75135,1574,4.0
71219,147577,112,2.0
5689,16011,3157,3.0
5690,16011,3196,4.0
71226,147577,356,4.0
38462,75135,2243,3.0
38463,75135,2289,4.0
5697,16011,3551,5.0
5699,16011,3793,4.0
38468,75135,2997,4.0
5702,16470,337,4.0
71239,147577,783,4.0
5709,16470,1206,5.0
38478,75135,4226,4.0
71246,147577,1175,4.0
71247,147577,1176,5.0
38481,75135,4985,1.0
5717,16470,1291,4.5
38486,75176,19,4.0
71255,147577,1250,3.0
71256,147577,1255,2.0
71257,147577,1259,4.0
71260,147577,1291,3.0
38494,75176,239,2.0
5727,16470,2352,0.5
71262,147577,1334,3.0
38497,75176,274,4.0
5730,16470,2686,2.5
5732,16470,2915,4.5
5736,16470,3671,0.5
5737,16470,3812,3.0
38507,75176,551,2.0
38508,75176,575,5.0
5741,16470,4361,5.0
38509,75176,585,3.0
71275,147706,2573,3.0
38512,75176,673,1.0
71278,147706,2763,3.0
71281,147706,2997,4.0
71282,147706,3176,4.0
5749,16470,6711,4.0
38522,75176,1265,2.0
5755,16470,7792,4.5
38524,75176,1453,3.0
38525,75176,1485,5.0
5758,16470,8261,3.0
5760,16470,8451,3.0
71296,148279,47,3.0
5763,16470,8949,4.0
38532,75176,1848,3.0
71304,148279,227,3.0
71306,148279,233,3.0
5773,16792,541,4.5
71309,148279,260,5.0
38545,75176,2335,4.0
71315,148279,305,2.0
5780,16792,999,4.0
38550,75176,2496,3.0
5783,16792,1208,4.0
5786,16792,1278,4.0
38555,75176,2587,4.0
5789,16792,1617,4.0
38557,75176,2671,2.0
38558,75176,2683,4.0
71326,148279,367,3.0
38561,75176,2714,5.0
71329,148279,380,3.0
71330,148279,412,4.0
5796,16792,2628,3.0
5799,16792,2913,4.0
38567,75176,2860,4.0
71335,148279,474,4.0
71336,148279,480,4.0
71337,148279,481,3.0
38572,75176,3255,4.0
38574,75176,3450,4.0
71342,148279,509,3.0
5808,16792,4015,4.0
71346,148279,555,3.0
5811,16792,4226,5.0
38584,75176,3821,3.0
38585,75176,3831,4.0
71353,148279,762,2.0
38588,75176,3979,2.0
71357,148912,2,3.5
71359,148912,11,3.5
5825,16792,5464,4.5
38594,75176,4040,3.0
5827,16792,5507,5.0
38597,75176,4149,3.0
5830,16792,5749,4.5
5831,16792,5782,4.5
71365,148912,110,4.0
5834,16792,5945,4.5
71373,148912,260,4.5
5838,16792,6296,4.0
38606,75176,4989,5.0
38611,75176,5219,3.0
5848,16792,7419,4.0
38617,75213,2,3.5
5851,16792,27904,4.0
71387,148912,436,3.0
38623,75213,480,4.0
5856,18016,207,2.0
38627,75213,780,3.5
5860,18016,382,0.5
5861,18016,480,4.5
38629,75213,912,3.5
5863,18016,539,5.0
5864,18016,588,4.0
38633,75213,1573,4.0
5867,18016,648,4.5
71405,148912,762,3.0
5870,18016,1025,0.5
38641,75213,2959,4.0
71409,148912,920,4.5
5879,18016,2324,5.0
38648,75213,4022,4.0
71418,148912,1196,4.5
71419,148912,1198,4.0
38662,75213,6058,3.5
71430,148912,1407,4.0
38665,75213,6373,3.5
71434,148912,1527,4.5
38669,75213,6503,2.5
71439,148912,1580,3.5
5905,18016,6333,4.0
38674,75213,7143,3.5
5907,18016,6595,4.0
5908,18016,6870,4.5
71442,148912,1608,3.5
38678,75213,7454,3.5
71444,148912,1645,3.5
38680,75213,8361,3.0
5916,18016,53996,5.0
38686,75213,31698,1.0
5923,18016,67923,4.5
38691,75213,33794,4.0
5926,18016,69526,5.0
5928,18016,78499,5.0
5930,18016,80363,4.0
38700,75213,48516,4.0
71468,148912,2115,4.0
5935,18016,91529,4.5
71472,148912,2291,4.0
71473,148912,2324,4.5
5940,18016,102716,4.5
38708,75213,59315,3.5
5942,18059,10,3.0
5943,18059,150,3.0
71476,148912,2396,4.0
5946,18059,165,4.0
5952,18059,329,3.0
38720,75213,79132,4.0
38721,75213,79185,3.0
71489,148912,2882,3.5
71491,148912,2951,3.5
5962,18908,1,5.0
5964,18908,32,4.0
38733,75213,86332,3.0
38734,75213,86644,3.0
71500,148912,3175,4.0
38736,75213,86911,4.0
71501,148912,3176,3.5
5970,18908,153,3.0
71502,148912,3247,3.5
71506,148912,3301,3.5
5973,18908,177,3.0
38741,75213,88125,3.5
71507,148912,3408,3.0
38744,75213,88744,3.0
38745,75213,88932,2.5
71511,148912,3510,3.5
71513,148912,3668,3.5
71514,148912,3702,3.5
38749,75213,90249,3.0
5982,18908,296,5.0
38751,75213,91104,2.0
71517,148912,3825,3.5
38753,75213,91630,3.5
71524,148912,4022,3.5
38757,75213,94969,4.0
5991,18908,608,3.0
5992,18908,611,3.0
38759,75213,96079,3.5
71529,148912,4144,4.0
71530,148912,4149,3.0
6000,19300,150,4.5
6001,19300,293,5.0
71537,148912,4310,3.5
38772,75213,103042,3.5
71540,148912,4447,4.0
71543,148912,4700,3.5
6008,19300,527,4.5
6012,19300,593,4.5
6015,19300,648,4.0
38784,75213,106916,3.5
71551,148912,4993,4.0
71552,148912,5014,4.5
71554,148912,5081,3.0
6022,19300,1221,5.0
38790,75213,112556,4.0
38792,75213,116887,2.0
71560,148912,5445,4.0
38794,75213,118696,3.5
71563,148912,5618,5.0
38798,75213,122900,3.0
71567,148912,5902,3.5
6033,19300,1573,3.5
71570,148912,5989,3.5
38803,75213,141702,3.5
6036,19300,1665,5.0
6037,19300,1687,2.5
6038,19300,1704,4.5
38804,75213,141846,3.0
38806,75419,594,3.0
38807,75419,1614,3.0
71571,148912,5995,4.5
38811,75419,2297,4.0
71574,148912,6210,3.0
71581,148912,6564,3.5
71583,148912,6711,4.5
71584,148912,6721,4.0
6049,19300,2353,1.5
38818,75419,2710,1.0
71586,148912,6810,4.0
6052,19300,2410,4.5
6054,19300,2427,4.0
6055,19300,2529,2.5
38823,75419,2976,1.0
71594,148912,7153,4.0
71596,148912,7254,4.0
6061,19300,2720,3.0
71600,148912,7438,4.0
6065,19300,3157,3.0
38834,75464,7,1.0
71602,148912,7626,3.5
6071,19300,3948,4.5
6072,19300,3949,4.5
6073,19300,3991,4.0
38840,75464,61,3.0
71613,148912,8781,3.0
6078,19300,4232,2.0
38846,75464,86,3.0
71615,148912,8813,4.0
38850,75464,107,3.0
71618,148912,8970,3.5
71625,148912,27523,4.0
71626,148912,27592,3.5
6091,19300,4993,4.5
38860,75464,332,4.0
6098,19300,5419,4.5
6104,19300,5504,3.0
6105,19300,5507,3.0
6106,19300,5574,4.0
38873,75464,648,4.0
71645,148912,38798,2.5
38879,75464,711,2.0
71650,148912,42632,4.0
71651,148912,44195,4.0
38887,75464,788,3.0
71655,148912,45499,3.0
38891,75464,805,4.0
71659,148912,46578,4.0
38893,75464,832,3.0
38899,75464,880,2.0
6136,19300,8361,3.0
6138,19300,8371,4.5
38906,75464,1061,3.0
71674,148912,53996,3.5
38909,75464,1127,4.0
71676,148912,55190,4.0
71678,148912,55872,4.0
38912,75464,1136,4.0
71680,148912,58559,4.0
71682,148912,59615,3.5
38916,75464,1219,4.0
6152,19300,30825,4.5
71691,150176,110,4.5
6156,19300,33166,3.0
6157,19300,33615,4.0
38926,75464,1291,3.0
6159,19300,33794,4.5
71692,150176,216,4.5
6163,19300,36529,4.0
71702,150176,1185,5.0
38935,75464,1339,3.0
6168,19300,41569,4.0
6170,19300,42011,4.0
6172,19300,44022,4.5
6173,19300,44191,5.0
38941,75464,1350,5.0
38942,75464,1356,4.0
38944,75464,1387,5.0
6177,19300,45447,3.5
38946,75464,1389,2.0
38947,75464,1393,5.0
6180,19300,45672,3.5
71710,150176,1544,4.5
71711,150176,1590,4.0
6183,19300,45732,1.5
38952,75464,1438,3.0
71720,150176,2402,5.0
71722,150176,2410,5.0
38955,75464,1460,1.0
38956,75464,5060,4.0
6189,19300,48394,5.0
38957,76038,7,3.0
6192,19300,48780,2.0
6193,19300,48783,5.0
6194,19300,49272,4.0
71730,150176,2791,4.5
38964,76038,64,3.0
71731,150176,2795,5.0
71735,150176,3424,5.0
38970,76038,648,3.0
6203,19300,52722,4.0
38971,76038,650,4.0
38972,76038,697,2.0
71740,150176,3698,4.0
71742,150176,3809,5.0
71744,150176,4351,4.0
6209,19300,54001,3.5
71746,150176,4720,4.0
38981,76064,3,4.0
6216,19300,55820,5.0
6217,19300,56174,4.5
71759,150176,80831,5.0
38994,76064,110,5.0
71762,151098,3,4.0
6228,19300,59421,3.0
38997,76064,145,3.0
38998,76064,153,3.0
39001,76064,168,2.0
6234,19300,60397,3.5
39002,76064,173,4.0
71770,151098,500,4.0
71775,151098,733,5.0
39008,76064,288,1.0
39009,76064,293,4.0
71778,151098,1201,4.0
6243,19300,65514,2.0
71781,151098,1270,4.0
71782,151098,1275,4.0
71784,151098,1408,5.0
6253,19300,69481,4.5
39024,76064,480,3.0
6257,19300,69844,3.5
71793,151098,1777,5.0
71794,151098,1784,5.0
39028,76064,541,3.0
71797,151098,2006,3.0
6262,19300,72378,2.5
39031,76064,552,3.0
71798,151098,2115,4.0
39035,76064,648,4.0
39036,76064,708,3.0
39040,76064,786,3.0
39042,76064,858,4.0
71810,151098,2542,5.0
71814,151098,2692,3.0
6279,19300,80463,3.5
6280,19300,81229,2.5
39048,76064,1196,4.0
39054,76064,1221,3.0
71823,151098,3255,4.0
39058,76064,1275,4.0
71828,151098,3555,5.0
6294,19300,87520,3.5
39063,76064,1371,3.0
71835,151098,3836,5.0
6301,19300,91414,3.0
6305,19300,91535,4.0
6310,19300,93805,4.0
39079,76064,2019,3.0
6313,19300,94864,4.0
71852,151535,47,4.0
6319,19300,97225,4.0
39087,76333,474,5.0
39088,76333,480,4.0
39091,76333,733,5.0
39092,76333,780,3.0
71861,151535,161,2.0
71863,151535,164,3.0
71865,151535,173,3.0
6330,19300,102903,1.5
71871,151535,229,1.0
39105,76333,2427,2.0
39109,76333,3101,3.0
6342,19300,106072,3.5
6343,19300,106487,4.5
71877,151535,260,4.0
6345,19300,106696,3.5
6346,19300,106782,3.5
39114,77731,260,2.0
71879,151535,262,2.0
6349,19300,106920,4.5
6350,19300,107141,4.0
39119,77731,783,2.0
6352,19300,108928,4.0
39120,77731,788,1.0
6354,19300,109673,3.5
71882,151535,290,5.0
39125,77731,1197,4.0
6359,19300,111362,4.5
39130,77731,1721,3.0
71904,151535,373,3.0
71906,151535,380,2.0
39139,77731,2959,2.0
71908,151535,420,3.0
39141,77731,3114,4.0
6375,19300,118696,3.5
6377,19300,119155,3.5
71914,151535,446,5.0
39147,77731,4993,3.0
6380,19300,122892,3.5
71917,151535,474,3.0
6383,19300,122904,2.5
6384,19300,122912,4.5
6385,19300,122916,4.0
6386,19300,122918,4.5
71920,151535,497,3.0
71924,151535,515,4.0
39159,77731,52973,2.0
39160,77731,54286,0.5
6393,19300,134853,4.5
39162,77731,58998,3.0
71929,151535,539,3.0
6396,19300,135887,3.0
71932,151535,587,3.0
71933,151535,589,3.0
6399,19300,136864,4.5
6400,19300,138036,5.0
6401,19300,139385,4.0
39167,77731,78499,4.0
39168,77731,81845,2.0
71934,151535,592,3.0
71935,151535,593,3.0
39174,77731,115617,2.5
6407,19300,148626,5.0
71937,151535,596,1.0
6410,19300,157296,4.5
39179,77731,152081,3.5
71947,152253,70,3.0
6414,19300,159093,0.5
6415,19300,160569,4.0
6416,19300,160718,5.0
71957,152253,376,3.0
39191,77731,189043,1.0
39195,77731,189929,1.0
6428,19300,169984,4.0
71964,152253,1127,3.0
71967,152253,1210,5.0
71969,152253,1291,4.0
39203,77731,190201,1.0
39204,77863,593,3.0
71971,152253,1387,4.0
39206,77863,1222,5.0
71976,152253,2294,2.5
71978,152253,2701,1.0
6444,19680,344,4.0
39213,77863,2924,4.0
6446,19680,608,4.0
39215,77863,3396,4.0
71980,152253,3147,3.5
71983,152253,4034,3.0
39218,77863,3527,4.0
6452,19680,1278,5.0
39223,77863,3996,5.0
6459,19680,2542,4.5
6462,19680,2947,5.0
39230,77863,4089,3.0
72000,152253,77561,3.5
72003,152253,91542,4.0
72005,152272,16,3.0
6472,19680,6188,4.0
6473,19680,6333,0.5
72009,152272,165,3.0
6478,20261,110,4.0
39247,79000,110,4.0
72015,152272,296,4.0
6481,20261,356,5.0
39249,79000,150,4.0
39250,79000,160,0.5
72016,152272,318,3.0
72017,152272,319,4.0
72022,152272,365,3.0
39256,79000,196,1.5
6489,20261,830,5.0
39258,79000,207,2.0
39259,79000,208,2.0
6493,20261,998,3.0
72032,152272,515,3.0
39265,79000,293,2.5
6498,20261,1222,5.0
6502,20261,1393,4.0
6504,20261,1445,4.0
6506,20261,1476,4.5
72042,152272,593,4.0
6511,20261,1586,5.0
6512,20261,1670,5.0
72047,152315,70,4.0
6514,20261,1704,5.0
39283,79000,597,3.5
72048,152315,88,4.0
6517,20261,1772,5.0
72049,152315,104,4.5
72053,152315,231,4.5
72055,152315,296,5.0
72059,152315,413,5.0
39294,79000,784,1.0
72066,152315,1136,4.0
6531,20261,2320,5.0
6532,20261,2329,5.0
39300,79000,849,1.0
39302,79000,858,1.0
39303,79000,880,0.5
6536,20261,2432,5.0
72067,152315,1193,4.0
72069,152315,1206,5.0
39308,79000,912,5.0
72076,152315,1291,5.0
72079,152315,1485,4.0
39314,79000,953,1.0
39315,79000,969,1.0
39316,79000,1027,1.5
6551,20261,3355,5.0
6552,20261,3408,5.0
6553,20261,3578,5.0
39325,79000,1101,3.0
6558,20261,3980,5.0
72093,152315,2355,4.0
39328,79000,1129,1.0
72094,152315,2455,3.0
72097,152315,2571,3.0
72102,152315,2795,4.0
6571,20261,4776,5.0
72108,152315,3052,4.5
39341,79000,1204,3.5
39343,79000,1208,4.0
72113,152315,3751,4.0
72114,152315,3752,4.5
72116,152315,3948,4.0
6584,20261,5620,5.0
39354,79000,1230,4.5
6590,20261,6188,4.0
39360,79000,1246,4.5
39361,79000,1247,3.5
72128,152315,5110,5.0
72131,152315,5630,4.0
72133,152315,5952,4.5
39366,79000,1265,4.0
39367,79000,1270,4.0
72135,152315,6287,4.5
6601,20261,7451,3.5
72138,152315,6539,4.0
6603,20261,8368,5.0
39374,79000,1282,4.5
72142,152315,8528,4.0
72150,152315,34162,4.0
39383,79000,1307,4.0
6618,20261,37731,5.0
6622,20261,41569,4.0
6623,20261,41571,5.0
6624,20261,45447,5.0
39391,79000,1367,0.5
39394,79000,1372,3.0
72159,152315,45728,4.5
72161,152315,46970,5.0
72162,152315,46976,4.0
39399,79000,1377,3.5
72168,152315,52245,4.0
39401,79000,1408,3.5
39404,79000,1466,1.5
72173,152315,56174,2.5
72175,152315,56757,4.0
39410,79000,1552,2.5
6645,20261,59369,5.0
6646,20261,59501,4.5
39414,79000,1580,2.0
72184,152315,67087,4.5
6649,20261,61132,4.0
6650,20261,62434,5.0
39417,79000,1587,4.5
6652,20261,64614,5.0
6653,20261,64957,5.0
39422,79000,1610,3.5
39427,79000,1665,2.0
39428,79000,1669,3.5
6661,20261,69844,5.0
39429,79000,1682,4.5
39430,79000,1687,3.0
39431,79000,1690,3.0
6665,20261,79091,5.0
39434,79000,1717,0.5
72196,152315,74458,4.0
72198,152315,78209,4.0
72200,152315,79134,4.5
6671,20261,81834,5.0
6674,20261,84392,5.0
39445,79000,1884,4.0
6678,20261,88125,5.0
72215,152315,96110,4.5
6680,20261,88744,5.0
6681,20261,88810,4.0
6682,20261,91658,5.0
39448,79000,1911,0.5
6684,20261,95441,5.0
39452,79000,1921,3.0
72223,152315,103335,4.0
6690,20261,104841,3.0
39459,79000,1961,3.5
72228,152315,111113,4.5
6693,20261,106782,5.0
72231,152315,116977,4.0
39465,79000,2011,4.0
39468,79000,2021,1.0
6701,20669,318,5.0
6702,20669,349,4.0
39471,79000,2065,4.5
6704,20669,733,3.5
6707,20669,1198,3.5
72245,152620,135,2.0
6713,20669,1580,4.0
39481,79000,2161,3.0
6720,20669,2571,5.0
6721,20669,2628,3.0
6722,20669,2959,4.0
39490,79000,2324,4.0
72259,152620,1178,4.5
6725,20669,4310,2.5
72260,152620,1196,5.0
72261,152620,1197,3.5
72262,152620,1203,4.5
6729,20669,5254,2.0
72265,152620,1247,3.5
39500,79000,2409,4.0
72272,152620,2858,4.5
72273,152620,2959,3.5
39507,79000,2571,5.0
39513,79000,2712,4.0
39515,79000,2717,4.0
6748,20669,45186,3.5
6750,20669,47254,4.0
72287,152620,79132,1.0
39520,79000,2731,3.0
39523,79000,2763,2.5
39525,79000,2791,4.0
39528,79000,2840,2.0
6762,20669,60684,4.0
72299,153101,231,3.0
39532,79000,2918,4.5
72300,153101,234,5.0
39534,79000,2947,2.5
6767,20669,71530,1.5
39535,79000,2959,4.5
72306,153101,267,5.0
6772,20669,74795,1.5
6773,20669,74851,3.5
39542,79000,3114,0.5
72308,153101,276,4.0
72311,153101,288,3.0
72314,153101,333,5.0
72319,153101,410,2.0
6784,20669,87232,3.5
39554,79000,3481,4.5
72323,153101,432,3.0
6788,20669,91485,3.5
39556,79000,3527,4.0
6793,20669,96079,5.0
72331,153164,32,4.0
6796,20669,98809,3.5
6801,20669,101362,4.0
72337,153164,161,4.0
39573,79000,3827,3.5
72341,153164,296,5.0
39575,79000,3948,3.0
6808,20669,109673,1.5
6809,20669,110102,4.0
72344,153164,344,3.0
72345,153164,349,3.0
72348,153164,471,3.0
6818,20669,122886,4.5
6819,20669,122892,3.5
6825,20726,62,4.0
6828,20726,158,2.5
6830,20726,317,4.0
39599,79000,4299,1.0
72368,153655,1500,3.0
39604,79000,4343,3.0
6837,20726,519,3.5
72374,153655,2439,3.0
72376,153655,2541,1.0
72379,153655,2710,1.0
39612,79000,4642,4.0
39613,79000,4643,3.5
39614,79000,4718,2.0
72381,153655,2858,4.0
6848,20726,1220,5.0
72385,154840,7,1.0
6851,20726,1291,4.5
39620,79000,4874,2.5
6853,20726,1405,5.0
39621,79000,4878,4.5
39623,79000,4896,3.5
72390,154840,22,2.0
6859,20726,2000,4.5
6860,20726,2001,4.0
39629,79000,4995,4.0
6862,20726,2011,4.5
6863,20726,2028,4.0
39632,79000,5093,3.0
72395,154840,39,3.0
72396,154840,41,5.0
72402,154840,70,1.0
72404,154840,101,4.0
6871,20726,2572,4.0
39640,79000,5299,3.0
6873,20726,2694,4.0
72410,154840,150,4.0
39645,79000,5418,2.0
6878,20726,3033,5.0
72414,154840,160,2.0
6880,20726,3147,5.0
72415,154840,161,2.0
39653,79000,5617,5.0
39655,79000,5784,1.0
39656,79000,5816,3.0
6889,20726,3753,4.5
6891,20726,3861,4.0
6892,20726,3948,5.0
39662,79000,5956,2.0
39664,79000,5991,3.5
39666,79000,6016,1.0
6900,20726,4876,3.0
39668,79000,6155,3.0
39669,79000,6157,1.0
39671,79000,6281,1.5
72441,154840,300,5.0
72442,154840,337,4.0
72445,154840,345,4.0
39678,79000,6534,1.5
72448,154840,353,2.0
6913,20726,6297,4.0
72454,154840,415,2.0
39688,79000,6711,4.5
39689,79000,6754,3.5
6924,20726,8528,3.5
72464,154840,529,4.0
6929,20850,380,4.0
39697,79000,6953,2.0
72465,154840,535,4.0
6932,20850,594,4.0
72466,154840,541,4.0
39702,79000,7143,3.0
6938,20850,916,4.0
6939,20850,934,5.0
72475,154840,593,5.0
39709,79000,7371,4.5
72477,154840,610,4.0
6946,20850,1125,3.0
72482,154840,700,3.0
72484,154840,714,4.0
6950,20850,1244,3.0
6951,20850,1253,3.0
39720,79000,8528,1.0
72488,154840,753,4.0
39726,79000,8644,2.5
39727,79000,8665,2.0
72496,154840,803,4.0
6961,20850,1747,5.0
6962,20850,1784,2.0
6963,20850,1963,3.0
6964,20850,2015,4.0
39731,79000,8907,1.0
39732,79000,8949,3.0
72510,154840,911,3.0
72511,154840,912,5.0
6976,20850,2797,4.0
39744,79000,30793,2.5
72513,154840,914,5.0
39747,79000,31410,5.0
72515,154840,919,4.0
39753,79000,33493,4.0
39754,79000,33615,1.0
6987,21163,552,1.0
72529,154840,953,5.0
39762,79000,36401,1.0
39767,79000,37727,2.0
39769,79000,37830,0.5
7003,21163,2302,3.5
39772,79000,40815,3.0
7005,21163,2355,3.0
72540,154840,1057,4.0
39778,79000,44022,2.0
7011,21163,2915,2.0
39779,79000,44694,1.5
7013,21163,2997,4.5
39784,79000,45501,2.5
72554,154840,1099,2.0
39787,79000,45672,1.5
7021,21163,4027,4.0
72557,154840,1125,5.0
72560,154840,1173,1.0
7026,21163,5991,1.5
72563,154840,1186,4.0
7029,21163,8492,4.0
7031,21163,8636,4.0
7032,21163,26085,3.5
72567,154840,1198,5.0
39802,79000,48394,1.0
72571,154840,1206,4.0
72573,154840,1210,3.0
7039,21670,912,4.0
7040,21670,1057,2.0
72579,154840,1221,5.0
72580,154840,1222,3.0
7045,21670,1292,5.0
39816,79000,53464,1.5
7049,21670,1748,4.0
39817,79000,53972,3.0
39819,79000,54001,3.0
39822,79000,54736,3.5
39823,79000,55232,1.0
72590,154840,1246,4.0
72591,154840,1247,5.0
72594,154840,1252,5.0
39828,79000,55995,0.5
72600,154840,1261,3.0
7065,21670,3175,5.0
39833,79000,56757,2.5
72603,154840,1265,4.0
7069,21670,4131,4.0
72607,154840,1270,3.0
72608,154840,1272,5.0
7075,21670,4993,3.0
7077,21670,5225,3.0
7078,21670,5349,4.0
39848,79000,59725,3.5
7081,21670,5418,4.0
39849,79000,59784,1.5
7083,21670,5459,2.0
39850,79000,60040,1.0
72618,154840,1296,4.0
39854,79000,60514,1.5
72620,154840,1302,4.0
39856,79000,60937,2.5
72621,154840,1303,4.0
39859,79000,61350,1.0
39861,79000,61986,2.0
72629,154840,1340,4.0
39863,79000,62437,2.5
7096,22051,329,4.0
39865,79000,63033,1.0
39866,79000,63072,2.5
72630,154840,1342,1.0
72636,154840,1356,2.0
7101,22051,920,1.0
39869,79000,63992,2.0
7105,22051,1196,5.0
7106,22051,1198,3.5
39873,79000,64499,0.5
39880,79000,66783,2.0
7113,22051,1356,4.0
39881,79000,67867,0.5
39882,79000,68157,4.0
72651,154840,1407,3.0
7118,22051,1374,4.0
7119,22051,1375,4.0
39886,79000,68554,3.5
7121,22051,1580,1.0
39890,79000,69524,4.5
72659,154840,1500,4.0
7125,22051,2012,4.0
39894,79000,70286,4.0
72663,154840,1552,1.0
72666,154840,1580,3.0
39901,79000,72720,1.0
7134,22051,2989,4.0
72671,154840,1617,5.0
7136,22051,3033,3.5
39906,79000,74530,0.5
7139,22051,3635,4.0
7140,22051,3751,3.0
39909,79000,75341,0.5
39911,79000,76175,1.0
7144,22051,4369,3.5
72682,154840,1701,4.0
72684,154840,1711,2.0
72686,154840,1747,5.0
72687,154840,1748,4.0
7153,22051,5378,5.0
39921,79000,79139,2.5
72690,154840,1797,3.0
72691,154840,1834,4.0
7158,22051,5944,4.0
72697,154840,1904,3.0
7162,22051,6377,3.0
